Town,Box code,Street code,City
ELECTRIC CITY,,7100,EERSTE RIVER
ELECTRON,,2197,JOHANNESBURG
ELEPHANT PARK,6109,,ADDO
OLIFANTPARK,6109,,ADDO
ELFINDALE EST,,7945,HEATHFIELD
ELFINDALE LGD,,7945,HEATHFIELD
ELGIN,7180,,GRABOUW
ELILIBA EXT 10,,1632,TEMBISA
ELILIBA UIT 10,,1632,TEMBISA
ELIM,,7580,KUILS RIVER
ELIM,7284,7284,-
ELIM HOSPITAL,0960,0960,LOUIS TRICHARDT
ELIM HOSPITAAL,0960,0960,LOUIS TRICHARDT
ELITE,9869,,PHUTHADITJHABA
ELITHA,,5100,MTHATHA
ELLADOONE,,2197,JOHANNESBURG
ELLATON,,2571,KLERKSDORP
ELLATON EXT,,2571,KLERKSDORP
ELLATON UIT,,2571,KLERKSDORP
ELLIOT,5460,5460,-
ELLIOTDALE,5070,5070,-
ELLIS PARK,,2094,JOHANNESBURG
ELLIS PARK,,4051,DURBAN NORTH
ELLISRAS,0555,0555,-
ELMA PARK,1641,1609,EDENVALE
ELMESTON,0532,,ELLISRAS
ELNOR EST,,7490,MATROOSFONTEIN
ELNOR LGD,,7490,MATROOSFONTEIN
ELOFF,2211,,DELMAS
ELOFFSDAL,,0084,MOOT
ELONWABENI,7791,,KHAYELITSHA
ELRICHT EST,,7646,PAARL
ELRICHT LGD,,7646,PAARL
ELSBURG,1407,1428,GERMISTON
ELSBURG EXT 1,,1428,GERMISTON
ELSBURG UIT 1,,1428,GERMISTON
ELSENBURG,7607,,STELLENBOSCH
ELSIES RIVER,7480,7490,MATROOSFONTEIN
ELSIESRIVIER,7480,7490,MATROOSFONTEIN
ELSIESHOF,,2094,JOHANNESBURG
ELSPARK,1418,1428,GERMISTON
ELSPARK EXT 1,,1428,GERMISTON
ELSPARK UIT 1,,1428,GERMISTON
ELSPARK EXT 2,,1428,GERMISTON
ELSPARK UIT 2,,1428,GERMISTON
ELSPARK EXT 3,,1428,GERMISTON
ELSPARK UIT 3,,1428,GERMISTON
ELSPARK EXT 4,,1428,GERMISTON
ELSPARK UIT 4,,1428,GERMISTON
ELTI VILLAS,0922,0920,LOUIS TRICHARDT
ELTI VILLAS EXT 1,0920,,-
ELTI VILLAS UIT 1,0920,,-
ELTONHILL,,2196,JOHANNESBURG
ELTONHILL EXT 2,,2196,JOHANNESBURG
ELTONHILL UIT 2,,2196,JOHANNESBURG
ELTONHILL EXT 3,,2196,JOHANNESBURG
ELTONHILL UIT 3,,2196,JOHANNESBURG
ELUGELWENI,4735,,MOUNT AYLIFF
ELUKWATINI,1192,,BELFAST
ELUNDINI,,6200,PORT ELIZABETH
ELWYN PARK,,7764,LANSDOWNE
ELYSIUM,4185,,IFAFA BEACH
EMABHELENI,5100,,MTHATHA
EMABONDVWENI,1337,,SHONGWE MISSION
EMACHOBENI,4310,4309,INANDA
EMAFUSINI,3080,,DANNHAUSER
EMAGABENI,4189,,-
EMAKULENI,1519,,DAVEYTON
EMAKWEZENI,3880,,EMPANGENI
EMALAHLENI,1039,1039,WITBANK
EMANSENSENI,,3610,
EMANTLANENI,4828,,LUSIKISIKI
EMANYISENI,3977,,INGWAVUMA
EMAPULAZINI,4310,4309,INANDA
EMAZABEKWENI,3306,,HIGHFLATS
EMBALENHLE,2285,2285,EVANDER
EMBALENHLE EXT 1,2285,2285,-
EMBALENHLE UIT 1,2285,2285,-
EMBALENHLE EXT 10,2285,2285,-
EMBALENHLE UIT 10,2285,2285,-
EMBALENHLE EXT 11,2285,2285,-
EMBALENHLE UIT 11,2285,2285,-
EMBALENHLE EXT 12,2285,2285,-
EMBALENHLE UIT 12,2285,2285,-
EMBALENHLE EXT 13,2285,2285,-
EMBALENHLE UIT 13,2285,2285,-
EMBALENHLE EXT 14,2285,2285,-
EMBALENHLE UIT 14,2285,2285,-
EMBALENHLE EXT 15,2285,2285,-
EMBALENHLE UIT 15,2285,2285,-
EMBALENHLE EXT 16,2285,2285,-
EMBALENHLE UIT 16,2285,2285,-
EMBALENHLE EXT 17,2285,2285,-
EMBALENHLE UIT 17,2285,2285,-
EMBALENHLE EXT 18,2285,2285,-
EMBALENHLE UIT 18,2285,2285,-
EMBALENHLE EXT 19,2285,2285,-
EMBALENHLE UIT 19,2285,2285,-
EMBALENHLE EXT 2,2285,2285,-
EMBALENHLE UIT 2,2285,2285,-
EMBALENHLE EXT 3,2285,2285,-
EMBALENHLE UIT 3,2285,2285,-
EMBALENHLE EXT 4,2285,2285,-
EMBALENHLE UIT 4,2285,2285,-
EMBALENHLE EXT 5,,2285,EMBALENHLE
EMBALENHLE UIT 5,,2285,EMBALENHLE
EMBALENHLE EXT 7,2285,2285,-
EMBALENHLE UIT 7,2285,2285,-
EMBALENHLE EXT 8,2285,2285,-
EMBALENHLE UIT 8,2285,2285,-
EMBALENHLE EXT 9,2285,2285,-
EMBALENHLE UIT 9,2285,2285,-
EMBALI,2513,2513,CARLETONVILLE
EMBERTON,,3610,GILLITTS
EMBLEM,5090,,MOUNT FRERE
EMBONISWENI,1252,,KABOKWENI
EMBUYENI,4342,,NDWEDWE
EMDENI,,1861,NALEDI
EMDENI EXT,,1861,NALEDI
EMDENI UIT,,1861,NALEDI
EMDENI EXT 1,,1861,NALEDI
EMDENI UIT 1,,1861,NALEDI
EMDENI EXT 2,,1861,NALEDI
EMDENI UIT 2,,1861,NALEDI
EMDENI EXT 3,,1861,NALEDI
EMDENI UIT 3,,1861,NALEDI
EMDENI EXT 4,,1861,NALEDI
EMDENI UIT 4,,1861,NALEDI
EMDENI NORTH,,1861,NALEDI
EMDENI-NOORD,,1861,NALEDI
EMDENI SOUTH,,1861,NALEDI
EMDENI-SUID,,1861,NALEDI
EMDUMEZULU,4105,,UMBUMBULU
EMERALD HILL,6011,6070,PORT ELIZABETH
EMFIHLWENI,,1632,TEMBISA
EMFUNDWENI,3080,,DANNHAUSER
EMGULATSHANI,2389,,PIET RETIEF
EMJINDINI,1309,,BARBERTON
EMLALAZI,3894,,
EMLANJENI,0363,,THABAZIMBI
EMMARENTIA,2029,2195,-
EMMARENTIA EXT,,2195,JOHANNESBURG
EMMARENTIA UIT,,2195,JOHANNESBURG
EMMAUS,3605,3610,PINETOWN
EMMAUS,3343,,-
EMONA,,4399,TONGAAT
EMONDLO,3105,,VRYHEID
EMOYENI,3805,,-
EMOYENI,2952,2952,OSIZWENI
EMOYENI,4275,,MARGATE
EMOYENI,3350,,BERGVILLE
EMPANGELA,,3880,EMPANGENI
EMPANGENI,3880,3880,-
EMPANGENI STATION,3910,,EMPANGENI
EMPANGENI STASIE,3910,,EMPANGENI
EMPHITHI,3084,,
EMPUMALANGA,0458,,MARBLE HALL
EMPUMENI,3885,,-
EMPUNGA,3286,,KRANSKOP
EMPUNGENI,4450,4449,STANGER
EMSHININI,,3609,
EMTHEMBENI,4340,4339,VERULAM
EMZINONI EXT 1,,2311,BETHAL
EMZINONI UIT 1,,2311,BETHAL
EMZINONI EXT 2,,2311,BETHAL
EMZINONI UIT 2,,2311,BETHAL
EMZINONI EXT 23,,2311,BETHAL
EMZINONI UIT 23,,2311,BETHAL
EMZINONI EXT 3,,2311,BETHAL
EMZINONI UIT 3,,2311,BETHAL
EMZINONI EXT 4,2312,,BETHAL
EMZINONI UIT 4,2312,,BETHAL
EMZINONI EXT 5,2312,2311,BETHAL
EMZINONI UIT 5,2312,2311,BETHAL
EMZINONI EXT 6,2312,,BETHAL
EMZINONI UIT 6,2312,,BETHAL
ENDICOTT,1574,1559,SPRINGS
ENDLOVINI,3867,,MTUNZINI
ENGCOBO,5050,,-
ENGONYAMENI,4031,,UMLAZI
ENGONYAMENI,3867,,MTUNZINI
ENHLALAKAHLE,3500,3500,GREYTOWN
ENHLANZENI,,1632,TEMBISA
ENHLANZENI,3700,,HAMMARSDALE
ENJABULWENI,2959,,-
ENKA NINI,1519,,DAVEYTON
ENKANYEZI,3360,,COLENSO
ENKELBULT,0556,0556,ELLISRAS
ENKULEKWENI,3302,,HOWICK
ENNERDALE,1826,1830,-
ENNERDALE EXT 1,,1830,ENNERDALE
ENNERDALE UIT 1,,1830,ENNERDALE
ENNERDALE EXT 10,,1830,ENNERDALE
ENNERDALE UIT 10,,1830,ENNERDALE
ENNERDALE EXT 11,,1830,ENNERDALE
ENNERDALE UIT 11,,1830,ENNERDALE
ENNERDALE EXT 12,,1830,ENNERDALE
ENNERDALE UIT 12,,1830,ENNERDALE
ENNERDALE EXT 13,,1830,ENNERDALE
ENNERDALE UIT 13,,1830,ENNERDALE
ENNERDALE EXT 14,,1830,ENNERDALE
ENNERDALE UIT 14,,1830,ENNERDALE
ENNERDALE EXT 2,,1830,ENNERDALE
ENNERDALE UIT 2,,1830,ENNERDALE
ENNERDALE EXT 24,,1830,ENNERDALE
ENNERDALE UIT 24,,1830,ENNERDALE
ENNERDALE EXT 3,,1830,ENNERDALE
ENNERDALE UIT 3,,1830,ENNERDALE
ENNERDALE EXT 30,,1830,ENNERDALE
ENNERDALE UIT 30,,1830,ENNERDALE
ENNERDALE EXT 5,,1830,ENNERDALE
ENNERDALE UIT 5,,1830,ENNERDALE
ENNERDALE EXT 6,,1830,ENNERDALE
ENNERDALE UIT 6,,1830,ENNERDALE
ENNERDALE EXT 7,,1830,ENNERDALE
ENNERDALE UIT 7,,1830,ENNERDALE
ENNERDALE EXT 8,,1830,ENNERDALE
ENNERDALE UIT 8,,1830,ENNERDALE
ENNERDALE EXT 9,,1830,ENNERDALE
ENNERDALE UIT 9,,1830,ENNERDALE
ENON,6125,,KIRKWOOD
ENQOLENI,3880,,EMPANGENI
ENSELSRUST,2778,,
ENSIZWAKAZI,,3610,PINETOWN
ENTABENI,0307,,RUSTENBURG
ENTSHONALANGA EXT,,1632,TEMBISA
ENTSHONALANGA UIT,,1632,TEMBISA
ENTSHONGWE,3989,,JOZINI
ENTUMBANE,2388,,PIET RETIEF
ENVIS,4804,,BIZANA
ENYOKENI,3905,,-
EPLANGWENI,4470,,MAPUMULO
EPPINDUST,7475,7460,GOODWOOD
EPPING FOREST,,7490,MATROOSFONTEIN
EPPING GARDEN VILLAGE,,7460,GOODWOOD
EPPING INDUSTRIAL,7475,7460,GOODWOOD
EPPING INDUSTRIE,7475,7460,GOODWOOD
EPPING INDUSTRIAL AREA,7475,7460,GOODWOOD
EPPING INDUSTRIELE GEBIED,7475,7460,GOODWOOD
EPSOM DOWNS,2152,2191,JOHANNESBURG
EPWORTH,,3201,PIETERMARITZBURG
EQEBE,5460,,ELLIOT
EQUESTRIA,,0184,-
EQUESTRIA ESTATES,,0184,-
EQUESTRIA LANDGOED,,0184,-
EQUESTRIA EXT 111,,0081,
EQUESTRIA UIT 111,,0081,
EQUTHUBENI,5050,,ENGCOBO
EQWABE,5435,,DORDRECHT
ERASMIA,0023,0183,PRETORIA
ERASMUS,,1020,BRONKHORSTSPRUIT
ERASMUS DAM,,4449,
ERASMUS VILLAGE,0200,,ROSSLYN
ERASMUSKLOOF,0048,0181,PRETORIA
ERASMUSKLOOF EXT 2,0048,0181,PRETORIA
ERASMUSKLOOF UIT 2,0048,0181,PRETORIA
ERASMUSKLOOF EXT 3,0153,0181,PRETORIA
ERASMUSKLOOF UIT 3,0153,0181,PRETORIA
ERASMUSKLOOF EXT 4,0048,0181,PRETORIA
ERASMUSKLOOF UIT 4,0048,0181,PRETORIA
ERASMUSRAND,0165,0181,PRETORIA
ERASMUSRAND EXT 4,,0181,WATERKLOOF
ERASMUSRAND UIT 4,,0181,WATERKLOOF
ERIC DODD,,6229,UITENHAGE
ERIJAVILLE,,7140,STRAND
ERINVALE,,7130,SOMERSET WEST
ERMELO,2350,2351,-
ERMELO EXT 1,,2351,ERMELO
ERMELO UIT 1,,2351,ERMELO
ERMELO EXT 14,,2351,ERMELO
ERMELO UIT 14,,2351,ERMELO
ERMELO EXT 2,,2351,ERMELO
ERMELO UIT 2,,2351,ERMELO
ERMELO EXT 4,,2351,ERMELO
ERMELO UIT 4,,2351,ERMELO
ERMELO EXT 6,,2351,ERMELO
ERMELO UIT 6,,2351,ERMELO
ERNESTVILLE,,8301,KIMBERLEY
ESCOM HOUSE,,1983,SEBOKENG
ESCOMBE,,4093,QUEENSBURGH
ESCOMBE STREET,4240,4240,PORT SHEPSTONE
ESDABROOK,5100,,MTHATHA
ESHOWE,3815,3815,-
ESIBONGILE,3000,3000,DUNDEE
ESIDAKENI,3879,,EMPANGENI
ESIDONINI,4310,,INANDA
ESIDUMBINI,4403,,TONGAAT
ESIDUNJINI,3242,,OZWATINI
ESIFUSHANE,3291,,MERRIVALE
ESIGEDLENI,4406,,TONGAAT
ESIGODINI,3217,3201,EDENDALE
ESIKHAWINI,3887,3887,
ESIKHAWINI J1,3887,3887,ESIKHAWINI
ESIKHAWINI SECTION H,3887,3887,ESIKHAWINI
ESIKHAWINI SECTION J,3887,3887,ESIKHAWINI
ESIKHOBENI,5376,,COFIMVABA
ESIMFAKANENI,,5100,MTHATHA
ESIPHAMBANWENI,3934,,NONGOMA
ESITEZI,3233,,WARTBURG
ESIZAMELENI,2480,,WAKKERSTROOM
ESPERANZA VILLAGE,4200,,UMZINTO
ESPLANADE,,5201,EAST LONDON
ESPLANADE,,4001,DURBAN
ESSELEN PARK,,6850,WORCESTER
ESSELENPARK,1626,,KEMPTON PARK
ESSENWOOD,3900,3900,RICHARDS BAY
ESSENWOOD,,4001,DURBAN
ESSEXVALE,,6070,PORT ELIZABETH
ESSEXWOLD,,2007,JOHANNESBURG
ESSOPVILLE,,6970,BEAUFORT WEST
ESTADEAL,6012,,PORT ELIZABETH
ESTCOURT,3310,3310,
ESTERA,,1428,GERMISTON
ESTERPARK,,1619,KEMPTON PARK
ESTERPARK EXT 1,,1619,KEMPTON PARK
ESTERPARK UIT 1,,1619,KEMPTON PARK
ESTERPARK EXT 9,,1619,KEMPTON PARK
ESTERPARK UIT 9,,1619,KEMPTON PARK
ESTHERHOF,,7300,MALMESBURY
ESTOIRE,,9323,KAGISANONG
ESTON,3740,,-
ETAFULENI,,4309,INANDA
ETAFULENI,3200,,PIETERMARITZBURG
ETETE,4431,,-
ETHANDOKUKHANYA,2380,,PIET RETIEF
ETHEMBENI,,8940,PRIESKA
ETHOLENI,2920,,WASBANK
ETHUBELIHLE,,2271,KRIEL
ETHWATHWA,1519,1519,-
ETHWATHWA EAST,1519,,DAVEYTON
ETHWATHWA-OOS,1519,,DAVEYTON
ETHWATHWA EXT 16,,1519,-
ETHWATHWA UIT 16,,1519,-
ETHWATHWA EXT 3,,1519,-
ETHWATHWA UIT 3,,1519,-
ETHWATHWA WEST,1519,1519,-
ETHWATHWA-WES,1519,1519,-
ETHWATHWA WEST EXT 2,,1519,ETHWATHWA
ETHWATHWA-WES UIT 2,,1519,ETHWATHWA
EUREKA,,9430,VIRGINIA
EUREKA,,9701,BETHLEHEM
EUREKA,,9744,BURGERSDORP
EUREKA EST,,7490,ELSIES RIVER
EUREKA LGD,,7490,ELSIES RIVER
EUREKAVILLE,,5950,NOUPOORT
EUROPE,,7750,GUGULETU
EVANDER,2280,2280,-
EVANS PARK,,2091,JOHANNESBURG
EVANSDALE,5050,,ENGCOBO
EVATON,1985,1984,MAFATSANA
EVATON EXT 1,,1984,MAFATSANA
EVATON UIT 1,,1984,MAFATSANA
EVATON EXT 3,,1984,MAFATSANA
EVATON UIT 3,,1984,MAFATSANA
EVATON EXT 6,,1984,MAFATSANA
EVATON UIT 6,,1984,MAFATSANA
EVATON EXT 7,,1984,MAFATSANA
EVATON UIT 7,,1984,MAFATSANA
EVATON NORTH,1980,1984,RESIDENSIA
EVATON WEST,1980,1984,MAFATSANA
EVATON-WES,1980,1984,MAFATSANA
EVATON WEST EXT 1,,1984,MAFATSANA
EVATON-WES UIT 1,,1984,MAFATSANA
EVATON WEST EXT 11,,1984,MAFATSANA
EVATON-WES UIT 11,,1984,MAFATSANA
EVATON WEST EXT 4,1980,1984,MAFATSANA
EVATON-WES UIT 4,1980,1984,MAFATSANA
EVATON WEST EXT 5,,1984,MAFATSANA
EVATON-WES UIT 5,,1984,MAFATSANA
EVELEIGH,,1459,BOKSBURG
EVENTIDE,3003,3000,DUNDEE
EVEREST,,1426,TOKOZA
EVEREST HEIGHTS,,4339,VERULAM
EVERESTPARK,,2351,ERMELO
EVERGLEN,,7550,DURBANVILLE
EVERITE,,7560,BRACKENFELL
EVERSDAL,,7550,DURBANVILLE
EVERSDAL HEIGHTS,,7550,DURBANVILLE
EVERTON,3625,3610,PINETOWN
EVERTON CEMETARY,,1984,MAFATSANA
EXCELSIOR,9760,9760,-
EXCOM,2023,,JOHANNESBURG
EXPRESS GIFTS,3204,,PIETERMARITZBURG
EXTON ROAD,9313,,BLOEMFONTEIN
EXTONWEG,9313,,BLOEMFONTEIN
EYEPETA,9702,,BOHLOKONG
EZAKHENI,3381,3381,
EZAKHENI EXT,3381,3381,
EZAKHENI UIT,3381,3381,
EZAKHENI SECTION B,3381,3381,
EZAKHENI SECTION C,3381,3381,
EZAKHENI SECTION D,3381,3381,
EZAKHENI SECTION E,3381,3381,
EZAMOKUHLE,2490,,AMERSFOORT
EZENZELENI,,9890,WARDEN
EZIBAYENI,3942,,-
EZIBELENI,5326,5326,-
EZIDULINI,3101,,EMONDLO
EZIFUNDENI,3960,,HLUHLUWE
EZIHLABATHINI,2920,,WASBANK
EZIHLABATINI,4035,,MARBLE RAY
EZIMANGWENI,4310,4309,INANDA
EZIMBOKODWENI,4126,,UMBOGINTWINI
EZIMFABENI,3865,,MAHLABATINI
EZIMPISINI,3976,,MKUZE
EZIMPOHLO,3821,,-
EZIMPONDWENI,4342,,NDWEDWE
EZINDLOVINI,4349,,-
FABRICIA,,8301,KIMBERLEY
FACTORIA,,1739,KRUGERSDORP
FACTRETON,,7405,MAITLAND
FADIMEHANG,9788,,BOTSHABELO
FAERIE GLEN,0043,0081,PRETORIA
FAERIE GLEN EXT 2,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 2,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 24,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 24,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 3,,0081,FAERIE GLEN
FAERIE GLEN UIT 3,,0081,FAERIE GLEN
FAERIE GLEN EXT 32,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 32,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 34,,0081,FAERIE GLEN
FAERIE GLEN UIT 34,,0081,FAERIE GLEN
FAERIE GLEN EXT 37,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 37,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 4,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 4,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 48,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 48,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 7,,0081,FAERIE GLEN
FAERIE GLEN UIT 7,,0081,FAERIE GLEN
FAERIE GLEN EXT 70,0043,0081,FAERIE GLEN
FAERIE GLEN UIT 70,0043,0081,FAERIE GLEN
FAERIE GLEN EXT 71,,0081,FAERIE GLEN
FAERIE GLEN UIT 71,,0081,FAERIE GLEN
FAERIE KNOWE,,7975,FISH HOEK
FAFUNG,0191,,MABOPANE
FAIR LOURIE,0710,,LONSDALE
FAIRBREEZE,4400,4399,TONGAAT
FAIRBREEZE,3080,,DANNHAUSER
FAIRBRIDGE HEIGHTS,,6229,UITENHAGE
FAIRDALE,,7100,EERSTE RIVER
FAIRFIELD ESTATE,,7500,PAROW
FAIRFIELD LANDGOED,,7500,PAROW
FAIRLAND,2030,2170,JOHANNESBURG
FAIRLAND EXT 4,,2170,JOHANNESBURG
FAIRLAND UIT 4,,2170,JOHANNESBURG
FAIRLEADS,1512,,PETIT
FAIRLEIGH,2954,,NEWCASTLE
FAIRMEAD,,3201,PIETERMARITZBURG
FAIRMOUNT,,2192,JOHANNESBURG
FAIRMOUNT EXT 2,,2192,JOHANNESBURG
FAIRMOUNT UIT 2,,2192,JOHANNESBURG
FAIRMOUNT RIDGE,,2192,JOHANNESBURG
FAIRMOUNTRIF,,2192,JOHANNESBURG
FAIRTREES,,7550,DURBANVILLE
FAIRVALE,,2192,JOHANNESBURG
FAIRVALE EXT 1,,2192,JOHANNESBURG
FAIRVALE UIT 1,,2192,JOHANNESBURG
FAIRVIEW,,6070,PORT ELIZABETH
FAIRVIEW,,3880,EMPANGENI
FAIRVIEW,0043,,FAERIE GLEN
FAIRVIEW,,2094,JOHANNESBURG
FAIRVIEW,,9786,BARKLY EAST
FAIRVIEW,,6506,MOSSEL BAY
FAIRVIEW,,9301,BLOEMFONTEIN
FAIRVIEW MISSION,4225,,UMZUMBE
FAIRVIEW PARK,,4339,VERULAM
FAIRWAY HEIGHTS,,6850,WORCESTER
FAIRWAYS,,2196,JOHANNESBURG
FAIRWAYS,,7800,WYNBERG
FAIRWAYS,,7600,STELLENBOSCH
FAIRWOOD,,2192,JOHANNESBURG
FAIRY LAND,7646,,PAARL
FAIRYGLEN,,6850,WORCESTER
FALCKVLEI,9331,,-
FALCON PARK,,3610,PINETOWN
FALCONRIDGE,,1929,VEREENIGING
FAMO PARK,,0699,POLOKWANE
FAR EAST PARK,,2090,BRAMLEY
FARMEDGE,,7945,RETREAT
FARMLAND,,3610,
FARMSIDE,,7945,RETREAT
FARNINGHAM RIDGE,,3610,PINETOWN
FARRAR PARK,,1459,BOKSBURG
FARRARMERE,1518,1501,BENONI
FARRARMERE EXT,,1501,BENONI
FARRARMERE UIT,,1501,BENONI
FARRARMERE EXT 10,,1501,BENONI
FARRARMERE UIT 10,,1501,BENONI
FARRARMERE EXT 16,,1501,BENONI
FARRARMERE UIT 16,,1501,BENONI
FARRARMERE EXT 20,,1501,BENONI
FARRARMERE UIT 20,,1501,BENONI
FARRARMERE EXT 21,,1501,BENONI
FARRARMERE UIT 21,,1501,BENONI
FARRARMERE EXT 24,,1501,BENONI
FARRARMERE UIT 24,,1501,BENONI
FARVIEW,4776,,MOUNT FLETCHER
FATENG TSE NTSHO,9800,,PAUL ROUX
FAUNA,,9301,BLOEMFONTEIN
FAUNA PARK,,9430,VIRGINIA
FAUNAPARK,0787,0699,POLOKWANE
FAUNASIG,9325,9301,BLOEMFONTEIN
FAURE,7131,,SOMERSET WEST
FAURESMITH,9978,9978,-
FAWN LEAS,3238,,DALTON
FEATHERBROOK ESTATE,1746,,KRUGERSDORP
FEATHERBROOK LANDGOED,1746,,KRUGERSDORP
FELIXTON,3875,,EMPANGENI
FELLSIDE,,2192,JOHANNESBURG
FERGUSON,,6001,PORT ELIZABETH
FERGUSON TSP,,6001,PORT ELIZABETH
FERGUSON DGD,,6001,PORT ELIZABETH
FERNDALE,2160,2194,JOHANNESBURG
FERNDALE,,7560,BRACKENFELL
FERNDALE EXT 1,,2194,JOHANNESBURG
FERNDALE UIT 1,,2194,JOHANNESBURG
FERNDALE EXT 2,,2194,JOHANNESBURG
FERNDALE UIT 2,,2194,JOHANNESBURG
FERNDALE EXT 3,,2194,JOHANNESBURG
FERNDALE UIT 3,,2194,JOHANNESBURG
FERNDALE EXT 4,,2194,JOHANNESBURG
FERNDALE UIT 4,,2194,JOHANNESBURG
FERNDALE EXT 5,,2194,JOHANNESBURG
FERNDALE UIT 5,,2194,JOHANNESBURG
FERNDALE EXT 6,,2194,JOHANNESBURG
FERNDALE UIT 6,,2194,JOHANNESBURG
FERNDALE EXT 8,,2194,JOHANNESBURG
FERNDALE UIT 8,,2194,JOHANNESBURG
FERNDALE RIDGE,,2194,JOHANNESBURG
FERNDALERIF,,2194,JOHANNESBURG
FERNESS EST,,7800,OTTERY
FERNESS LGD,,7800,OTTERY
FERNGLEN,,6045,PORT ELIZABETH
FERNIE,2339,,ERMELO
FERNIE NORTH,2342,,MPULUZI
FERNIE-NOORD,2342,,MPULUZI
FERNRIDGE,,6529,GEORGE
FERNWOOD,2941,,NEWCASTLE
FERNWOOD EST,,7700,NEWLANDS
FERNWOOD LGD,,7700,NEWLANDS
FERNWOOD PARK,,6059,PORT ELIZABETH
FERRAX,2953,,NEWCASTLE
FERREIRASDORP,2048,2001,JOHANNESBURG
FERRYVALE,,1491,NIGEL
FHATUWANI,0968,0968,SIBASA
FICHARDT PARK,9317,9301,BLOEMFONTEIN
FICKSBURG,9730,9730,-
FIELD POST OFFICE 3,0106,,PRETORIA
FIELDS HILL,,3610,PINETOWN
FIFTH AVENUE VILLAGE,,7764,ATHLONE
FILIDI,3113,,
FILLIAN PARK,,3201,PIETERMARITZBURG
FINETOWN,1828,1828,LENASIA
FINGO VILLAGE,,6139,GRAHAMSTOWN
FINGO VILLAGE EXT,,6139,
FINSBURY,,1759,RANDFONTEIN
FIRGROVE,7110,7130,SOMERSET WEST
FIRWOOD EST,,4093,QUEENSBURGH
FIRWOOD LGD,,4093,QUEENSBURGH
FISANTEKRAAL,,7550,DURBANVILLE
FISH HOEK,7974,7975,CAPE TOWN
VISHOEK,7974,7975,CAPE TOWN
FISH RIVER,5883,,CRADOCK
VISRIVIER,5883,,CRADOCK
FISHER'S HILL,1408,1401,GERMISTON
FISHERHAVEN,,7200,HERMANUS
FISHERMANS COVE,,7941,GRASSY PARK
FISHERS HAVEN,,6571,KNYSNA
FITCHES CORNER,6021,,UITENHAGE
FLAGSTAFF,4810,4810,-
FLAMBOYANT PARK,,4093,QUEENSBURGH
FLAMINGO,9745,9745,LADYBRAND
FLAMINGO HEIGHTS,,4399,TONGAAT
FLAMINGO PARK,,9459,WELKOM
FLAMINGO SQUARE,,7441,MILNERTON
FLAMINGO VILLAGE,,7441,MILNERTON
FLAMINGOVLEI,,7441,TABLE VIEW
FLAMWOOD,2572,2571,KLERKSDORP
FLAMWOOD EXT 2,,2571,KLERKSDORP
FLAMWOOD UIT 2,,2571,KLERKSDORP
FLAMWOOD EXT 7,,2571,KLERKSDORP
FLAMWOOD UIT 7,,2571,KLERKSDORP
FLAMWOOD WALK,2535,,POTCHEFSTROOM
FLETCHERVILLE,4773,,MOUNT FLETCHER
FLEURDAL,,9301,BLOEMFONTEIN
FLEURHOF,,1709,FLORIDA
FLEXI FREEDOM SILVER,0080,,PRETORIA
FLIMIEDA,,2571,KLERKSDORP
FLINT,3000,,DUNDEE
FLINTDALE EST,,7800,SOUTHFIELD
FLINTDALE LGD,,7800,SOUTHFIELD
FLOORS,,8301,KIMBERLEY
FLORA,9301,,BLOEMFONTEIN
FLORA ACRES,,7800,PLUMSTEAD
FLORA GARDENS,,1911,VANDERBIJLPARK
FLORA GARDENS EXT 2,,1911,VANDERBIJLPARK
FLORA GARDENS UIT 2,,1911,VANDERBIJLPARK
FLORA PARK,,2429,STANDERTON
FLORA PARK,,1709,FLORIDA
FLORA PARK,,8801,UPINGTON
FLORA PARK EXT 3,,2430,STANDERTON
FLORA PARK UIT 3,,2430,STANDERTON
FLORACLIFFE,,1709,FLORIDA
FLORAPARK,0850,,TZANEEN
FLORAPARK,0699,0699,POLOKWANE
FLORAPARK EXT 11,,0699,POLOKWANE
FLORAPARK UIT 11,,0699,POLOKWANE
FLORAUNA,,0182,PRETORIA NORTH
FLORAUNA EXT 1,,0182,PRETORIA NORTH
FLORAUNA UIT 1,,0182,PRETORIA NORTH
FLORAUNA EXT 2,,0182,PRETORIA NORTH
FLORAUNA UIT 2,,0182,PRETORIA NORTH
FLORAUNA EXT 3,,0182,PRETORIA NORTH
FLORAUNA UIT 3,,0182,PRETORIA NORTH
FLORAUNA EXT 5,,0182,PRETORIA NORTH
FLORAUNA UIT 5,,0182,PRETORIA NORTH
FLORENTIA,,1449,ALBERTON
FLOREX,,1709,FLORIDA
FLORIAN PARK,,6850,WORCESTER
FLORIANVILLE,8320,8301,KIMBERLEY
